Flow Hash,Source IP,Destination IP,Number of Packets,Number of Packets (Scaled to 1000000),Source Port,Destination Port,Average Packet Size,Minimum Packet Size,Maximum Packet Size,Total Bytes,IAT Min,IAT Max,IAT Mean,Label
8525522014100017375,37.60.229.253,130.131.161.208,6,6e-06,0.006759746700236515,0.7093308918898299,0.044,0.044,0.044,2.64e-06,0.01750185489654541,0.533765439192454,0.1666571769449446,n/a
-8388189873960781023,202.148.4.118,37.60.229.253,12,1.2e-05,0.87348744945449,0.0003356984817273213,0.12444444444444444,0.044,0.8226666666666667,1.4933333333333333e-05,0.0028084794680277507,0.0737773617108663,0.019140678313043384,malicious
4348224803925064955,37.60.229.253,202.148.4.118,13,1.3e-05,0.0003356984817273213,0.87348744945449,0.13533333333333333,0.044,0.6946666666666667,1.7593333333333333e-05,0.0028074940045674643,0.07097585995992024,0.018038822748722174,malicious
-93663229798182706,37.60.229.253,204.76.203.213,10,1e-05,0.7953002212558175,0.9308003356984818,0.036,0.036,0.036,3.6e-06,3.2886380910873414,182.2638846596082,74.79974228660265,n/a
-4902547018019864644,37.60.229.253,185.47.206.39,13,1.3e-05,0.0003356984817273213,0.9241168841077287,0.13533333333333333,0.044,0.6946666666666667,1.7593333333333333e-05,0.0009047269821166992,0.03642714420954386,0.007891528423015888,malicious
8580155739989349216,45.87.249.147,37.60.229.253,2,2e-06,0.892942702372778,0.3789578088044556,0.04,0.04,0.04,8e-07,0.000542449951171875,0.000542449951171875,0.000542449951171875,n/a
2527194088678203869,159.65.148.158,37.60.229.253,163,0.000163,0.7417105363546197,0.0003356984817273213,0.12578323108384457,0.044,0.7906666666666666,0.00020502666666666667,2.2570292154947917e-06,186.10675967931746,89.72705353737364,malicious
2181545043253372565,37.60.229.253,159.65.148.158,12,1.2e-05,0.0003356984817273213,0.7417105363546197,0.1433888888888889,0.044,0.6946666666666667,1.7206666666666666e-05,0.00017054080963134765,0.07470457156499227,0.01666262712743547,malicious
-7724683584082391455,79.124.62.126,37.60.229.253,2,2e-06,0.6328984512092775,0.7470664530403601,0.04,0.04,0.04,8e-07,0.00047996044158935545,0.00047996044158935545,0.00047996044158935545,n/a
8418776755356318939,37.60.229.253,80.94.92.55,12,1.2e-05,0.0003356984817273213,0.5919279774166476,0.18116666666666667,0.044,0.8413333333333334,2.174e-05,0.000362396240234375,0.060540616512298584,0.011100082927280003,malicious
-831721536893463784,91.188.185.101,37.60.229.253,12,1.2e-05,0.5333638513771267,0.0003356984817273213,0.12533333333333332,0.044,0.8226666666666667,1.504e-05,0.0006642818450927734,0.06635622580846151,0.012768909997410243,malicious
-4970619595982019797,37.60.229.253,91.188.185.101,12,1.2e-05,0.0003356984817273213,0.5333638513771267,0.14294444444444443,0.044,0.6946666666666667,1.7153333333333334e-05,0.0006659547487894694,0.06569353739420573,0.012799958719147577,malicious
-5546854854391434574,109.205.211.110,37.60.229.253,2,2e-06,0.6663004501411459,0.8022735942626078,0.04,0.04,0.04,8e-07,0.0003934462865193685,0.0003934462865193685,0.0003934462865193685,n/a
-9208570119333851488,37.60.229.253,221.138.79.55,11,1.1e-05,0.0003356984817273213,0.6735027084763867,0.15066666666666667,0.044,0.6946666666666667,1.6573333333333333e-05,0.009100580215454101,0.06804669300715128,0.02521624673496593,malicious
6825212970603323264,37.60.229.253,77.239.124.171,4,4e-06,0.0003356984817273213,0.975417715724422,0.04883333333333333,0.044,0.058,1.9533333333333334e-06,0.000404051939646403,0.0006500085194905599,0.0005266765753428141,malicious
-7569936342851578356,79.124.62.126,37.60.229.253,2,2e-06,0.6326543068589303,0.20582894636453802,0.04,0.04,0.04,8e-07,0.0004770954449971517,0.0004770954449971517,0.0004770954449971517,n/a
-7380097099230500989,37.60.229.253,167.233.75.12,12,1.2e-05,0.0003356984817273213,0.761547264820325,0.14294444444444443,0.044,0.6946666666666667,1.7153333333333334e-05,0.00031131903330485026,0.06308945814768473,0.011443457007408142,malicious
-8251893340121729225,37.60.229.253,202.159.101.194,12,1.2e-05,0.0003356984817273213,0.621164263370718,0.13827777777777778,0.044,0.6946666666666667,1.6593333333333333e-05,0.0032193819681803387,0.10001435279846191,0.02450013127591875,malicious
8763071097410810966,37.60.229.253,150.129.185.33,13,1.3e-05,0.0003356984817273213,0.5279011215381094,0.13533333333333333,0.044,0.6946666666666667,1.7593333333333333e-05,0.004063153266906738,0.06636281410853068,0.020177312386341583,malicious
-1891392148470774745,122.255.14.70,37.60.229.253,97,9.7e-05,0.48134584573128864,0.0003356984817273213,0.11162886597938144,0.044,0.8226666666666667,0.00010828,0.0023984988530476887,177.5362747192383,136.2943121207948,malicious
1070581450773762194,37.60.229.253,122.255.14.70,12,1.2e-05,0.0003356984817273213,0.48134584573128864,0.14294444444444443,0.044,0.6946666666666667,1.7153333333333334e-05,0.002678549289703369,0.11827002366383871,0.043832215335634014,malicious
552397560675555618,46.20.71.68,37.60.229.253,12,1.2e-05,0.7642328526741435,0.0003356984817273213,0.124,0.044,0.8226666666666667,1.488e-05,0.001148688793182373,0.06983778874079387,0.014461092154184977,malicious
6758766842767421907,37.60.229.253,46.20.71.68,13,1.3e-05,0.0003356984817273213,0.7642328526741435,0.13533333333333333,0.044,0.6946666666666667,1.7593333333333333e-05,0.001186827818552653,0.06864984035491943,0.013581571517846523,malicious
5255995054819437964,109.205.211.110,37.60.229.253,2,2e-06,0.6663004501411459,0.7734798199435416,0.04,0.04,0.04,8e-07,0.000506889820098877,0.000506889820098877,0.000506889820098877,n/a
1007724498397374819,123.25.1.226,37.60.229.253,13,1.3e-05,0.6357518883039597,0.0003356984817273213,0.11384615384615385,0.04,0.8226666666666667,1.48e-05,0.016349669297536215,0.17454527616500853,0.09195140783603374,unknown
4664464068863926287,37.60.229.253,123.25.1.226,13,1.3e-05,0.0003356984817273213,0.6357518883039597,0.16056410256410256,0.044,0.6946666666666667,2.0873333333333332e-05,0.01634955406188965,0.1731629451115926,0.0820579183407319,unknown
-7679381854525910250,37.60.229.253,77.239.124.171,11,1.1e-05,0.0003356984817273213,0.4496223392080568,0.1529090909090909,0.044,0.6946666666666667,1.682e-05,0.00043369134267171223,0.0720483899116516,0.014529953942154393,malicious
4799243254184084318,130.12.180.101,37.60.229.253,4,4e-06,0.9806057831692988,0.0003356984817273213,0.04783333333333333,0.04,0.06733333333333333,1.9133333333333334e-06,0.00023523966471354166,0.0008922020594278971,0.0003994832436243693,unknown
1781979335695358319,37.60.229.253,130.12.180.101,4,4e-06,0.0003356984817273213,0.9806057831692988,0.0415,0.036,0.05,1.66e-06,0.00023527940114339194,0.0007014870643615723,0.0004569808642069499,unknown
3227458307774698079,45.87.249.146,37.60.229.253,2,2e-06,0.8926832990005341,0.1982757305256733,0.04,0.04,0.04,8e-07,0.0006134430567423503,0.0006134430567423503,0.0006134430567423503,n/a
4135439531724014010,37.60.229.253,210.87.97.90,12,1.2e-05,0.0003356984817273213,0.8803845273517967,0.13827777777777778,0.044,0.6946666666666667,1.6593333333333333e-05,0.0027532617251078287,0.076712965965271,0.01561388803852929,malicious
-2311153641451435456,141.89.68.166,37.60.229.253,107,0.000107,0.006759746700236515,0.9145952544441901,0.23241121495327105,0.044,1.564,0.00024868,0.00035793781280517577,5.013677310943604,2.3650069406470777,n/a
-8529917025279249060,184.154.16.90,37.60.229.253,11,1.1e-05,0.7267872129396505,0.0003356984817273213,0.12593939393939393,0.04,0.8226666666666667,1.3853333333333333e-05,0.0016614119211832681,0.06252024571100871,0.014991793849251487,malicious
5924522741219676568,37.60.229.253,184.154.16.90,12,1.2e-05,0.0003356984817273213,0.7267872129396505,0.14294444444444443,0.044,0.6946666666666667,1.7153333333333334e-05,0.0016622543334960938,0.060857685407002766,0.013983947369787428,malicious
-1496845904121081032,79.124.62.230,37.60.229.253,2,2e-06,0.8637827115281911,0.5977264057373922,0.04,0.04,0.04,8e-07,0.00045526822408040364,0.00045526822408040364,0.00045526822408040364,n/a
-8344788377929220999,68.183.175.23,37.60.229.253,69,6.9e-05,0.92988479438468,0.0003356984817273213,0.12705314009661836,0.044,0.8013333333333333,8.766666666666667e-05,0.0050818085670471195,129.1064681371053,81.6585382633739,malicious
-6282567794361040304,37.60.229.253,68.183.175.23,10,1e-05,0.0003356984817273213,0.92988479438468,0.1618666666666667,0.044,0.6946666666666667,1.6186666666666665e-05,0.000679171085357666,0.042624096075693764,0.01174168864885966,malicious
-1665641662294883179,79.124.62.126,37.60.229.253,2,2e-06,0.6328984512092775,0.8380865186541543,0.04,0.04,0.04,8e-07,0.00047860940297444663,0.00047860940297444663,0.00047860940297444663,n/a
3584618449491864152,37.60.229.253,68.183.175.23,13,1.3e-05,0.0003356984817273213,0.9299153124284734,0.13615384615384615,0.044,0.6946666666666667,1.77e-05,0.0024620175361633303,0.07828601201375325,0.01820471133941259,malicious
6713231117525219514,37.60.229.253,18.218.118.203,4,4e-06,0.0012207217517357137,0.8641184100099184,0.0625,0.044,0.11266666666666666,2.5e-06,0.0017865538597106934,0.00180206298828125,0.00179405411084493,n/a
8769305720164524919,109.205.211.110,37.60.229.253,2,2e-06,0.6663004501411459,0.7993438620584421,0.04,0.04,0.04,8e-07,0.0005207339922587077,0.0005207339922587077,0.0005207339922587077,n/a
691222265140479627,79.124.62.230,37.60.229.253,2,2e-06,0.8637827115281911,0.9663843747615778,0.04,0.04,0.04,8e-07,0.0005297938982645671,0.0005297938982645671,0.0005297938982645671,n/a
-4704995438706871655,46.36.37.19,37.60.229.253,27,2.7e-05,0.5861600671396964,0.006759746700236515,0.08720987654320987,0.04,0.38866666666666666,2.3546666666666666e-05,0.00022942622502644856,0.0022229512532552084,0.0012111905180377724,n/a
-2156640140375047594,37.60.229.253,46.36.37.19,11,1.1e-05,0.006759746700236515,0.5861600671396964,0.15606060606060607,0.044,1.0826666666666667,1.7166666666666666e-05,0.0002618551254272461,0.0007855494817097982,0.0005499706123814438,n/a
8756022627399268579,37.60.229.253,46.36.37.19,10,1e-05,0.006759746700236515,0.5862211032272832,0.1658,0.044,1.0826666666666667,1.658e-05,0.00025498469670613607,0.0007824142773946126,0.00053323229153951,n/a
-9173455682486850595,79.124.62.126,37.60.229.253,2,2e-06,0.6328984512092775,0.84785229266804,0.04,0.04,0.04,8e-07,0.0004766345024108887,0.0004766345024108887,0.0004766345024108887,n/a
-3767528168960946168,66.132.195.81,37.60.229.253,3,3e-06,0.6671549553673609,0.1513542381933318,0.04933333333333333,0.04933333333333333,0.04933333333333333,1.48e-06,0.0020675023396809896,0.017002713680267335,0.007045906119876437,n/a
5724578003632801154,192.253.248.223,37.60.229.253,34,3.4e-05,0.7963378347447928,0.0003356984817273213,0.12901960784313726,0.044,0.8013333333333333,4.3866666666666665e-05,0.00021813710530598957,122.59073391358058,54.728082354512864,malicious
5008838132057227495,37.60.229.253,192.253.248.223,12,1.2e-05,0.0003356984817273213,0.7963378347447928,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0002172390619913737,0.06247893969217936,0.01118141578303443,malicious
146719851140519852,185.226.197.58,37.60.229.253,2,2e-06,0.459159227893492,0.03390554665445945,0.04,0.04,0.04,8e-07,0.00023434956868489582,0.00023434956868489582,0.00023434956868489582,n/a
9107921492310535615,85.239.151.34,37.60.229.253,2,2e-06,0.8596475165941864,0.05171282520790417,0.04,0.04,0.04,8e-07,0.0018972317377726237,0.0018972317377726237,0.0018972317377726237,n/a
-5304590905347402463,37.60.229.253,80.94.92.55,6,6e-06,0.0003356984817273213,0.635080491340505,0.07377777777777778,0.044,0.11066666666666666,4.426666666666667e-06,3.2067298889160155e-06,0.059654736518859865,0.020151991976632012,malicious
3325588028734215013,37.60.229.253,85.217.140.49,2,2e-06,0.47841611352712293,0.5763179980163271,0.036,0.036,0.036,7.2e-07,81.95619710286458,81.95619710286458,81.95619710286458,n/a
-1312073879221967654,37.60.229.253,18.218.118.203,6,6e-06,0.0012207217517357137,0.6607461661707484,0.20366666666666666,0.044,0.9806666666666667,1.222e-05,0.0018240849177042643,0.003913187980651855,0.002875017457538181,n/a
5914461132750020485,37.60.229.253,51.255.141.76,11,1.1e-05,0.5927977416647593,0.00187685969329366,0.06,0.06,0.06,6.6e-06,17.330289006233215,189.43201359113058,89.33637337684631,n/a
6483664274575903383,45.87.249.146,37.60.229.253,2,2e-06,0.8926832990005341,0.2776226443884947,0.04,0.04,0.04,8e-07,0.0005839109420776367,0.0005839109420776367,0.0005839109420776367,n/a
-6299481199789342724,38.242.247.170,37.60.229.253,6,6e-06,0.5275349050125887,0.0012207217517357137,0.072,0.044,0.19866666666666666,4.32e-06,0.000127104918162028,0.0007181167602539062,0.00046115186479356556,n/a
-6527426382807164919,37.60.229.253,38.242.247.170,6,6e-06,0.0012207217517357137,0.5275349050125887,0.06655555555555555,0.044,0.174,3.993333333333333e-06,0.00036810636520385743,0.0007119933764139811,0.0004843360847897,n/a
-3862393209374746519,38.242.247.170,37.60.229.253,10,1e-05,0.619302662699321,0.006759746700236515,0.16646666666666665,0.044,1.038,1.6646666666666668e-05,0.00036379496256510414,0.0012552301088968913,0.0008022503058115641,n/a
-3254175213817177693,37.60.229.253,38.242.247.170,11,1.1e-05,0.006759746700236515,0.619302662699321,0.4350909090909091,0.036,1.908,4.786e-05,0.00036712487538655597,0.0012545029322306315,0.0007233673875982112,n/a
-3862838995034555863,37.60.229.253,130.131.161.208,8,8e-06,0.006759746700236515,0.6441748683909362,0.18408333333333332,0.044,0.9866666666666667,1.4726666666666667e-05,0.014694337050120037,0.02825749715169271,0.023170564075311026,n/a
7351274429640738540,109.205.211.110,37.60.229.253,2,2e-06,0.6663004501411459,0.7728389410238804,0.04,0.04,0.04,8e-07,0.0005507588386535645,0.0005507588386535645,0.0005507588386535645,n/a
1245706849712859286,204.76.203.4,37.60.229.253,2,2e-06,0.015274280918593118,0.390096894789044,0.04133333333333333,0.04133333333333333,0.04133333333333333,8.266666666666667e-07,76.26798358360926,76.26798358360926,76.26798358360926,n/a
7463123949879295079,37.60.229.253,204.76.203.4,4,4e-06,0.390096894789044,0.015274280918593118,0.036,0.036,0.036,1.44e-06,38.29353016614914,143.94529827038448,74.20008602837721,n/a
-9040172288555811354,45.148.10.157,37.60.229.253,70,7e-05,0.2557717250324254,0.0003356984817273213,0.1364095238095238,0.044,0.9826666666666667,9.548666666666667e-05,0.0001796563466389974,159.5014529188474,76.32213218376751,malicious
7974576860727947575,37.60.229.253,45.148.10.157,20,2e-05,0.0003356984817273213,0.2557717250324254,0.11216666666666666,0.044,0.6946666666666667,2.2433333333333334e-05,0.00018029212951660157,0.2749374429384867,0.073246275583903,malicious
3045665157472562696,37.60.229.253,85.217.140.11,2,2e-06,0.7687953002212559,0.6272678721293965,0.036,0.036,0.036,7.2e-07,89.52431004842123,89.52431004842123,89.52431004842123,n/a
-1790457765211764482,79.124.62.134,37.60.229.253,2,2e-06,0.8851911192492561,0.897611963073167,0.04,0.04,0.04,8e-07,0.00046477317810058596,0.00046477317810058596,0.00046477317810058596,n/a
-6178530173559705587,37.60.229.253,85.217.140.29,2,2e-06,0.6523842221713588,0.5629663538567178,0.036,0.036,0.036,7.2e-07,132.76632769107817,132.76632769107817,132.76632769107817,n/a
-2941802008021680149,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.3526665140764477,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0005058924357096354,0.062225647767384845,0.012263786792755128,malicious
3028163673870664311,43.157.179.227,37.60.229.253,6,6e-06,0.8578622110322728,0.0012207217517357137,0.10444444444444444,0.044,0.4013333333333333,6.266666666666667e-06,0.0032425642013549803,0.009584057331085204,0.005523140562905205,n/a
-206425265220429176,37.60.229.253,43.157.179.227,5,5e-06,0.0012207217517357137,0.8578622110322728,0.07106666666666667,0.044,0.174,3.5533333333333333e-06,0.0032892902692159016,0.009562623500823975,0.0045505714416503905,n/a
-1156858665577267041,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.5659266041046769,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0005598227183024088,0.07157373428344727,0.015492098861270481,malicious
8827651233502909645,37.60.229.253,77.239.124.171,7,7e-06,0.0003356984817273213,0.5671473258564126,0.11942857142857143,0.044,0.42533333333333334,8.36e-06,0.002127238114674886,0.06589269240697225,0.02109571241197132,malicious
-1127686892602822838,37.60.229.253,77.239.124.171,11,1.1e-05,0.0003356984817273213,0.8272526131074998,0.1529090909090909,0.044,0.6946666666666667,1.682e-05,0.0005477746327718099,0.05378787517547608,0.013456048387469667,malicious
2957585934311589972,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.8274662394140535,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00039795637130737307,0.07315649191538492,0.013439474172062343,malicious
9041805125798676636,37.60.229.253,85.217.140.16,2,2e-06,0.6465400167849241,0.5880827038986801,0.036,0.036,0.036,7.2e-07,169.66663009723027,169.66663009723027,169.66663009723027,n/a
7496882969150395609,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.8586251621271076,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00043047666549682616,0.04410064617792765,0.009950720601611668,malicious
-1788260014177883659,140.82.121.4,37.60.229.253,8,8e-06,0.006759746700236515,0.8332341496910048,0.40066666666666667,0.04,2.1026666666666665,3.2053333333333334e-05,8.109410603841146e-05,0.0030558506647745767,0.0012338459491729736,n/a
-5020976725086457624,45.87.249.147,37.60.229.253,2,2e-06,0.892942702372778,0.4545052262149996,0.04,0.04,0.04,8e-07,0.0006292819976806641,0.0006292819976806641,0.0006292819976806641,n/a
4038468568606587109,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.21756313420309759,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0003097852071126302,0.06508772770563762,0.01144526137246026,malicious
-3928750701860094223,79.124.62.126,37.60.229.253,2,2e-06,0.6326543068589303,0.22677958342870222,0.04,0.04,0.04,8e-07,0.0005338112513224284,0.0005338112513224284,0.0005338112513224284,n/a
-5903549891035983841,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.26541542687113756,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0004535675048828125,0.046600969632466634,0.014014722903569539,malicious
269090966858894174,79.124.62.126,37.60.229.253,2,2e-06,0.6328984512092775,0.5543450064850843,0.04,0.04,0.04,8e-07,0.0004943172136942545,0.0004943172136942545,0.0004943172136942545,n/a
7500077632795768341,109.205.211.110,37.60.229.253,2,2e-06,0.6663004501411459,0.7861600671396963,0.04,0.04,0.04,8e-07,0.00048081080118815106,0.00048081080118815106,0.00048081080118815106,n/a
1228831620814550155,37.60.229.253,80.94.92.55,12,1.2e-05,0.0003356984817273213,0.6785381857022965,0.18116666666666667,0.044,0.8413333333333334,2.174e-05,0.0005791823069254558,0.06203262805938721,0.011874214808146159,malicious
6191754871752195688,37.60.229.253,77.239.124.171,10,1e-05,0.0003356984817273213,0.26663614862287327,0.1582,0.044,0.6946666666666667,1.582e-05,0.0004443526268005371,0.011921338240305583,0.004306441942850749,malicious
-7004943714888206925,79.124.62.230,37.60.229.253,2,2e-06,0.8635385671778439,0.204272526131075,0.04,0.04,0.04,8e-07,0.0004953900973002116,0.0004953900973002116,0.0004953900973002116,n/a
5368301869243027485,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.7684138246738385,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0004123330116271973,0.06818197170893352,0.013176351454522874,malicious
6634332643586465720,109.205.211.110,37.60.229.253,2,2e-06,0.6663004501411459,0.766124971389334,0.04,0.04,0.04,8e-07,0.000528252124786377,0.000528252124786377,0.000528252124786377,n/a
-7769441111967863137,37.60.229.253,77.239.124.171,11,1.1e-05,0.0003356984817273213,0.7686579690241856,0.14781818181818182,0.044,0.6946666666666667,1.626e-05,0.0004261573155721029,0.07187002897262573,0.010850873137965346,malicious
5942838164463321037,37.60.229.253,77.239.124.171,9,9e-06,0.0003356984817273213,0.5855802243076219,0.16874074074074075,0.044,0.6946666666666667,1.5186666666666666e-05,5.7220458984375e-07,0.053977541128794354,0.006898356367040563,malicious
-7354892420128792259,37.60.229.253,77.239.124.171,13,1.3e-05,0.0003356984817273213,0.6486915388723583,0.13615384615384615,0.044,0.6946666666666667,1.77e-05,0.0004778782526652018,0.10935778220494588,0.03523074235671606,malicious
-1813589829961717051,161.97.189.51,37.60.229.253,2,2e-06,0.0008087281605249104,0.6457465476462959,0.074,0.058666666666666666,0.08933333333333333,1.48e-06,0.0004371722539265951,0.0004371722539265951,0.0004371722539265951,n/a
-1267359827042291052,213.160.75.98,37.60.229.253,46,4.6e-05,0.006759746700236515,0.4159609369039445,1.666623188405797,0.044,2.84,0.0007666466666666667,0.0006368676821390788,0.17021510203679402,0.013114302918530892,n/a
-7256984467820068389,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.6493934538796063,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00041011174519856773,0.058816428979237875,0.015686687495973375,malicious
-8909219525673718638,213.209.159.228,37.60.229.253,36,3.6e-05,0.8106202792401007,0.0003356984817273213,0.12370370370370369,0.044,0.8013333333333333,4.4533333333333336e-05,0.00022302071253458658,65.5603402376175,23.512893831840266,malicious
-6397512645560858038,37.60.229.253,213.209.159.228,12,1.2e-05,0.0003356984817273213,0.8106202792401007,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00022366841634114583,0.062242587407430015,0.01117473774486118,malicious
5524736974559818505,37.60.229.253,77.239.124.171,13,1.3e-05,0.0003356984817273213,0.6782330052643626,0.13615384615384615,0.044,0.6946666666666667,1.77e-05,0.0005582094192504883,0.03945247332255045,0.009721076488494873,malicious
-6182040340547932023,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.7105516136415656,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0004102071126302083,0.05941136678059896,0.01163964635796017,malicious
4399358648049076725,103.52.140.67,37.60.229.253,189,0.000189,0.8841992828259708,0.0003356984817273213,0.128994708994709,0.044,0.8226666666666667,0.0002438,0.0033511757850646974,192.825992111365,94.1727974903436,malicious
-4031299686423671570,37.60.229.253,103.52.140.67,11,1.1e-05,0.0003356984817273213,0.8841992828259708,0.11775757575757576,0.044,0.6946666666666667,1.2953333333333334e-05,0.003350090980529785,0.08489007552464803,0.023351990815364952,malicious
-8618877050948956474,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.7109178301670863,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0006576895713806153,0.04730899333953857,0.013579190108511184,malicious
3405724036718872830,37.60.229.253,85.239.151.10,5,5e-06,0.5995117112993057,0.6529335469596399,0.036,0.036,0.036,1.8e-06,4.920908613999685,20.336922812461854,10.292951656977335,n/a
2486758412004049155,37.60.229.253,77.239.124.171,6,6e-06,0.0003356984817273213,0.9256427862973984,0.06844444444444445,0.044,0.1,4.106666666666667e-06,2.9921531677246095e-06,0.06710244019826253,0.02270924316512214,malicious
8133710770990909916,37.60.229.253,77.239.124.171,11,1.1e-05,0.0003356984817273213,0.9261921110856794,0.14781818181818182,0.044,0.6946666666666667,1.626e-05,0.0004440188407897949,0.0808189352353414,0.021669587583252877,malicious
441138750995903621,79.124.62.134,37.60.229.253,2,2e-06,0.8851911192492561,0.7537804226749065,0.04,0.04,0.04,8e-07,0.0004722476005554199,0.0004722476005554199,0.0004722476005554199,n/a
-2759757951244868444,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.9250019073777371,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0005014896392822266,0.07563971678415934,0.018209638198216756,malicious
912387120122058293,37.60.229.253,77.239.124.171,11,1.1e-05,0.0003356984817273213,0.5441977569237811,0.14781818181818182,0.044,0.6946666666666667,1.626e-05,0.0003911296526590983,0.062394281228383384,0.019364660436456852,malicious
3385672041672311531,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.544808117799649,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.0008170485496520996,0.05107546250025431,0.012765650285614862,malicious
-6383025108529535130,37.60.229.253,77.239.124.171,10,1e-05,0.0003356984817273213,0.5654077973601892,0.09873333333333333,0.044,0.42533333333333334,9.873333333333333e-06,0.0005314866701761882,0.0797034740447998,0.021728450457255043,malicious
7726022132757854721,37.60.229.253,34.228.104.231,3,3e-06,0.056488899061570154,0.9343709468223087,0.036,0.036,0.036,1.08e-06,65.57907848358154,136.5437417626381,89.23396624326706,n/a
-2343557469720348764,79.124.62.230,37.60.229.253,2,2e-06,0.6426947432669566,0.2942702372777905,0.04,0.04,0.04,8e-07,0.000484013557434082,0.000484013557434082,0.000484013557434082,n/a
-7560326541189285769,37.60.229.253,79.124.62.230,18,1.8e-05,0.2942702372777905,0.6426947432669566,0.036,0.036,0.036,6.48e-06,10.217912995815277,90.65207926432292,47.464016969557164,n/a
3053181648818310639,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.4512092774853132,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00044606924057006837,0.048514612515767414,0.009437147445148892,malicious
-1704054109348324978,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.4528572518501564,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00041601657867431643,0.05656056006749471,0.014715421199798583,malicious
-7179418065332231870,66.132.172.179,37.60.229.253,4,4e-06,0.7137254901960784,0.0016784924086366065,0.04933333333333333,0.04933333333333333,0.04933333333333333,1.9733333333333332e-06,0.08964141607284545,0.15607013702392578,0.117265252272288,n/a
-1885261406706548539,77.129.135.217,37.60.229.253,9,9e-06,0.5687037460898756,0.0003356984817273213,0.04281481481481482,0.04,0.04933333333333333,3.8533333333333334e-06,0.0003678282101949056,7.396808099746704,3.287702722019619,unknown
97047372182721942,37.60.229.253,77.129.135.217,4,4e-06,0.0003356984817273213,0.5687037460898756,0.04883333333333333,0.044,0.058,1.9533333333333334e-06,0.00038133462270100913,0.0005859057108561198,0.0004799117644627889,unknown
2377843834542070138,64.89.163.178,37.60.229.253,2,2e-06,0.6403143358510719,0.05044632639047837,0.04,0.04,0.04,8e-07,0.0004973371823628743,0.0004973371823628743,0.0004973371823628743,n/a
3398355389584962489,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.973708705271992,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00021354357401529947,0.0405500054359436,0.007941252324316236,malicious
4808599360398733714,37.60.229.253,80.94.92.55,12,1.2e-05,0.0003356984817273213,0.721538109407187,0.18116666666666667,0.044,0.8413333333333334,2.174e-05,0.0005722761154174805,0.06280010143915812,0.012596342629856533,malicious
-7831595828633072872,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.957076371404593,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.000419465700785319,0.07984139521916707,0.014682817459106445,malicious
-5556985617447402878,141.89.68.166,37.60.229.253,105,0.000105,0.006759746700236515,0.8802624551766232,0.23471746031746032,0.044,1.9746666666666666,0.0002464533333333333,0.0004793961842854818,5.013308811187744,2.4545540428540065,n/a
6263695060263527098,37.60.229.253,77.239.124.171,12,1.2e-05,0.0003356984817273213,0.33063248645761806,0.14383333333333334,0.044,0.6946666666666667,1.726e-05,0.00044507980346679686,0.0368330717086792,0.008042822943793403,malicious
-5560521434566613587,79.124.62.134,37.60.229.253,2,2e-06,0.8851911192492561,0.34345006485084306,0.04,0.04,0.04,8e-07,0.0006305495897928874,0.0006305495897928874,0.0006305495897928874,n/a
